model,model_label,task,n_seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_score_mean,f1_score_std,f1_score_min,f1_score_max,false_positive_rate_mean,false_positive_rate_std,false_positive_rate_min,false_positive_rate_max,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,pr_auc_mean,pr_auc_std,pr_auc_min,pr_auc_max,training_time_seconds_mean,training_time_seconds_std,training_time_seconds_min,training_time_seconds_max
isolation_forest,IF,binary,5,0.8834855738496724,0.008250001700884035,0.8796613299617859,0.8982427229980253,0.7321708608518253,0.0019013401874604016,0.7311914386656531,0.7355691751610971,0.2611579175965804,0.018005254844870103,0.2528108649671602,0.29336499142593325,0.5612903225806452,0.005272587930738394,0.5518610421836229,0.563771712158809,0.3560895572065673,0.015092027489180829,0.3490355798048106,0.3830850055981397,0.09694860087699472,0.009071072052086985,0.0807226918614288,0.10114069586968642,0.7012650932690715,0.004794606723441296,0.6950195965202142,0.7063746712428961,0.20681079925010842,0.02764448902031366,0.17271957640629512,0.23713493770927502,1.0421721935272217,0.12343488447934858,0.9003713130950928,1.1591293811798096
stacked_autoencoder,SAE,binary,5,0.899490006108562,0.00029805440505067216,0.8991803162246246,0.8998622022076058,0.741824376037815,0.0008588918483789793,0.7403219805170367,0.7423407498326091,0.2993739783278582,0.0010051796706767155,0.29819237366407175,0.30051539579754194,0.563771712158809,0.0016920820964002527,0.5607940446650124,0.5650124069478908,0.39107730706074173,0.001156888618990946,0.3893530881212852,0.3921703888936794,0.08012296008317887,0.00029917982202927994,0.0797582990521827,0.08048159365911728,0.7239307640595717,0.007122377159860098,0.7170508141009095,0.7344057510745565,0.19553140889686102,0.02284274939114651,0.17159827184684687,0.22065740827863717,48.23506908416748,20.61244018347244,20.794252157211304,74.33418250083923
